SimulationID,NodeID,NodeType,EnergyConsumed,TransmittedDistance,X,Y,NeighborsCount,Goodness
2,160,Relay/Other,"57,86862","5786,86",41.47,85.0,1,"-1,00"
2,161,Relay/Other,"51,86243","5186,24",43.1,61.54,2,"-1,00"
2,162,Relay/Other,"71,03060","7103,06",77.16,45.59,6,"-1,00"
2,163,Relay/Other,"33,46298","3346,30",3.18,70.48,4,"-1,00"
2,164,Relay/Other,"46,50254","4650,25",50.85,36.12,8,"-1,00"
2,165,Relay/Other,"67,53309","6753,31",25.34,78.51,1,"-1,00"
2,166,Relay/Other,"35,67625","3567,63",51.26,64.56,6,"-1,00"
2,167,Relay/Other,"65,32211","6532,21",76.45,16.15,5,"-1,00"
2,168,Relay/Other,"48,12066","4812,07",95.15,51.7,3,"-1,00"
2,169,Relay/Other,"27,91814","2791,81",82.18,84.44,7,"-1,00"
2,170,Relay/Other,"73,64790","7364,79",63.49,21.32,2,"-1,00"
2,171,Relay/Other,"56,11152","5611,15",68.7,96.26,6,"-1,00"
2,172,Relay/Other,"87,27912","8727,91",34.22,30.76,6,"-1,00"
2,173,Relay/Other,"32,80322","3280,32",77.76,6.05,4,"-1,00"
2,174,Relay/Other,"99,63517","9963,52",68.55,46.79,4,"-1,00"
2,175,Relay/Other,"51,05771","5105,77",93.45,33.83,7,"-1,00"
2,176,Relay/Other,"23,34476","2334,48",97.03,36.83,2,"-1,00"
2,177,Relay/Other,"50,93395","5093,40",15.67,44.28,6,"-1,00"
2,178,Relay/Other,"11,66789","1166,79",20.99,18.72,5,"-1,00"
2,179,Relay/Other,"58,12220","5812,22",55.23,19.14,1,"-1,00"
2,180,Relay/Other,"25,44489","2544,49",11.71,81.82,3,"-1,00"
2,181,Relay/Other,"66,17542","6617,54",12.65,91.87,5,"-1,00"
2,182,Relay/Other,"45,87049","4587,05",37.75,18.45,7,"-1,00"
2,183,Relay/Other,"39,53485","3953,48",15.87,90.72,4,"-1,00"
2,184,Relay/Other,"31,31358","3131,36",37.93,59.56,4,"-1,00"
2,185,Relay/Other,"112,47017","11247,02",58.38,84.03,5,"-1,00"
2,186,Relay/Other,"60,83004","6083,00",7.11,78.38,3,"-1,00"
2,187,Relay/Other,"126,26348","12626,35",87.04,22.09,2,"-1,00"
2,188,Relay/Other,"103,02245","10302,25",61.03,18.07,7,"-1,00"
2,189,Relay/Other,"87,03029","8703,03",50.88,49.86,8,"-1,00"
2,190,Relay/Other,"44,96017","4496,02",52.45,48.4,8,"-1,00"
2,191,Relay/Other,"60,96356","6096,36",63.26,77.9,1,"-1,00"
2,192,Relay/Other,"55,58313","5558,31",45.4,24.5,4,"-1,00"
2,193,Relay/Other,"64,99977","6499,98",56.85,91.81,6,"-1,00"
2,194,Relay/Other,"20,50995","2050,99",74.16,30.32,6,"-1,00"
2,195,Relay/Other,"17,63799","1763,80",51.18,34.29,8,"-1,00"
2,196,Relay/Other,"49,11212","4911,21",79.23,32.43,7,"-1,00"
2,197,Relay/Other,"23,71601","2371,60",27.5,9.29,2,"-1,00"
2,198,Relay/Other,"43,64844","4364,84",54.48,9.5,5,"-1,00"
2,199,Relay/Other,"44,48198","4448,20",8.85,5.68,4,"-1,00"
2,200,Relay/Other,"55,88648","5588,65",26.0,73.54,5,"-1,00"
3,1,Client,"1348,00725","134800,73",15.24,84.08,5,"-1,00"
3,2,Client,"757,04577","75704,58",80.94,77.18,7,"-1,00"
3,3,Client,"2819,33274","281933,27",74.75,3.14,3,"-1,00"
3,4,Client,"1309,11563","130911,56",71.44,22.15,4,"-1,00"
3,5,Client,"2092,83522","209283,52",74.73,71.36,8,"-1,00"
3,6,Client,"686,34001","68634,00",83.2,43.16,7,"-1,00"
3,7,Client,"1146,15088","114615,09",55.61,37.97,3,"-1,00"
3,8,Client,"1703,80280","170380,28",49.98,65.25,6,"-1,00"
3,9,Client,"1231,14414","123114,41",67.83,40.72,5,"-1,00"
3,10,Client,"576,88924","57688,92",77.39,90.53,3,"-1,00"
3,11,Client,"3295,46583","329546,58",56.55,78.72,7,"-1,00"
3,12,Client,"1336,41529","133641,53",39.5,53.31,4,"-1,00"
3,13,Client,"1202,02410","120202,41",94.35,63.34,5,"-1,00"
3,14,Client,"572,78217","57278,22",55.08,5.08,8,"-1,00"
3,15,Client,"649,77949","64977,95",89.49,39.05,4,"-1,00"
3,16,Client,"1483,75470","148375,47",8.72,7.52,1,"-1,00"
3,17,Malicious Server,"87,74454","8774,45",41.44,17.08,2,"0,00"
3,18,Malicious Server,"50,99772","5099,77",73.34,39.34,4,"0,00"
3,19,Malicious Server,"36,62318","3662,32",43.49,70.13,8,"0,00"
3,20,Malicious Server,"65,22739","6522,74",31.79,21.49,8,"0,00"
3,21,Malicious Server,"29,78450","2978,45",15.7,8.14,7,"0,00"
3,22,Malicious Server,"76,26283","7626,28",33.57,56.65,8,"0,00"
3,23,Malicious Server,"101,95784","10195,78",72.78,29.64,8,"0,00"
3,24,Malicious Server,"114,00011","11400,01",78.07,39.54,3,"0,00"
3,25,Malicious Server,"54,40447","5440,45",61.3,43.48,7,"0,00"
3,26,Malicious Server,"89,07326","8907,33",56.59,39.78,1,"0,00"
3,27,Malicious Server,"99,46652","9946,65",28.28,62.3,5,"0,00"
3,28,Malicious Server,"55,89598","5589,60",71.75,88.61,8,"0,00"
3,29,Malicious Server,"115,61438","11561,44",13.64,37.4,2,"0,00"
3,30,Malicious Server,"131,33364","13133,36",41.37,17.82,4,"0,00"
3,31,Benevolent Server,"62,24750","6224,75",9.03,68.67,8,"1,00"
3,32,Benevolent Server,"72,23984","7223,98",84.15,40.08,1,"1,00"
3,33,Benevolent Server,"57,44314","5744,31",15.1,66.35,8,"1,00"
3,34,Benevolent Server,"30,64753","3064,75",54.65,25.26,8,"1,00"
3,35,Benevolent Server,"52,04285","5204,28",82.79,18.38,1,"1,00"
3,36,Benevolent Server,"44,62032","4462,03",13.92,73.18,3,"1,00"
3,37,Benevolent Server,"43,25080","4325,08",67.03,16.74,6,"1,00"
3,38,Benevolent Server,"50,83807","5083,81",87.7,53.1,8,"1,00"
3,39,Benevolent Server,"111,74827","11174,83",79.91,63.54,2,"1,00"
3,40,Benevolent Server,"43,49798","4349,80",7.03,2.45,7,"1,00"
3,41,Benevolent Server,"128,61418","12861,42",37.97,24.9,2,"1,00"
3,42,Benevolent Server,"12,23036","1223,04",3.4,80.77,2,"1,00"
3,43,Benevolent Server,"63,67833","6367,83",78.5,81.72,3,"1,00"
3,44,Benevolent Server,"36,97817","3697,82",51.2,80.3,6,"1,00"
3,45,Benevolent Server,"43,56753","4356,75",21.88,54.0,7,"1,00"
3,46,Benevolent Server,"23,71454","2371,45",36.23,18.67,7,"1,00"
3,47,Benevolent Server,"31,64870","3164,87",22.43,23.13,5,"1,00"
3,48,Benevolent Server,"64,11068","6411,07",8.46,22.98,5,"1,00"
3,49,Benevolent Server,"84,90644","8490,64",97.09,70.4,3,"1,00"
3,50,Benevolent Server,"23,64094","2364,09",33.14,62.56,7,"1,00"
3,51,Benevolent Server,"122,49790","12249,79",68.6,33.88,6,"1,00"
3,52,Benevolent Server,"120,97292","12097,29",8.48,3.69,8,"1,00"
3,53,Benevolent Server,"65,29473","6529,47",24.31,58.4,1,"1,00"
3,54,Benevolent Server,"50,78339","5078,34",88.09,31.65,7,"1,00"
3,55,Benevolent Server,"96,26922","9626,92",7.75,37.95,5,"1,00"
3,56,Benevolent Server,"35,95203","3595,20",63.64,24.85,8,"1,00"
3,57,Benevolent Server,"65,78959","6578,96",28.7,63.79,1,"1,00"
3,58,Benevolent Server,"104,33601","10433,60",64.21,29.69,1,"1,00"
3,59,Benevolent Server,"56,66707","5666,71",34.9,21.76,1,"1,00"
3,60,Benevolent Server,"114,35065","11435,07",25.84,67.99,4,"1,00"
3,61,Benevolent Server,"62,53991","6253,99",32.88,44.47,1,"1,00"
3,62,Benevolent Server,"31,55886","3155,89",93.55,7.0,3,"1,00"
3,63,Benevolent Server,"53,87772","5387,77",18.67,54.69,4,"1,00"
3,64,Benevolent Server,"22,14257","2214,26",71.6,31.9,4,"1,00"
3,65,Benevolent Server,"27,82838","2782,84",25.9,29.39,8,"1,00"
3,66,Benevolent Server,"64,20874","6420,87",84.79,48.19,6,"1,00"
3,67,Benevolent Server,"34,31576","3431,58",44.37,50.51,7,"1,00"
3,68,Benevolent Server,"116,77570","11677,57",78.18,3.9,7,"1,00"
3,69,Benevolent Server,"29,62710","2962,71",89.02,30.82,3,"1,00"
3,70,Benevolent Server,"41,98929","4198,93",38.52,31.36,5,"1,00"
3,71,Relay/Other,"55,77653","5577,65",8.91,15.12,8,"-1,00"
3,72,Relay/Other,"56,08192","5608,19",2.4,84.72,6,"-1,00"
3,73,Relay/Other,"86,58470","8658,47",92.27,95.17,6,"-1,00"
3,74,Relay/Other,"38,52977","3852,98",96.8,8.84,1,"-1,00"
3,75,Relay/Other,"50,01041","5001,04",91.48,17.59,7,"-1,00"
3,76,Relay/Other,"117,50874","11750,87",74.15,35.46,8,"-1,00"
3,77,Relay/Other,"56,37628","5637,63",7.54,38.99,7,"-1,00"
3,78,Relay/Other,"50,94590","5094,59",5.31,80.06,1,"-1,00"
3,79,Relay/Other,"83,58907","8358,91",27.09,45.73,3,"-1,00"
3,80,Relay/Other,"46,41451","4641,45",93.37,82.79,1,"-1,00"
3,81,Relay/Other,"16,38931","1638,93",70.31,38.9,2,"-1,00"
3,82,Relay/Other,"37,05158","3705,16",42.6,81.66,5,"-1,00"
3,83,Relay/Other,"70,85166","7085,17",53.19,87.12,5,"-1,00"
3,84,Relay/Other,"95,93673","9593,67",90.73,85.46,2,"-1,00"
3,85,Relay/Other,"89,31336","8931,34",35.06,15.7,4,"-1,00"
3,86,Relay/Other,"76,19720","7619,72",31.58,96.75,8,"-1,00"
3,87,Relay/Other,"11,77449","1177,45",68.85,52.4,5,"-1,00"
3,88,Relay/Other,"44,49237","4449,24",37.97,69.59,4,"-1,00"
3,89,Relay/Other,"57,15273","5715,27",12.58,56.44,4,"-1,00"
3,90,Relay/Other,"17,28964","1728,96",19.54,74.88,5,"-1,00"
3,91,Relay/Other,"130,69937","13069,94",44.31,89.65,2,"-1,00"
3,92,Relay/Other,"49,55330","4955,33",30.14,38.26,5,"-1,00"
3,93,Relay/Other,"12,43905","1243,90",24.54,48.58,2,"-1,00"
3,94,Relay/Other,"17,88937","1788,94",93.7,65.87,1,"-1,00"
3,95,Relay/Other,"31,57309","3157,31",2.7,59.89,5,"-1,00"
3,96,Relay/Other,"84,17654","8417,65",34.35,43.23,6,"-1,00"
3,97,Relay/Other,"56,92012","5692,01",32.26,25.0,6,"-1,00"
3,98,Relay/Other,"58,93076","5893,08",7.5,36.18,6,"-1,00"
3,99,Relay/Other,"31,69015","3169,01",85.57,40.57,3,"-1,00"
3,100,Relay/Other,"14,21201","1421,20",52.94,93.3,4,"-1,00"
3,101,Relay/Other,"55,99212","5599,21",65.25,47.62,7,"-1,00"
3,102,Relay/Other,"27,72554","2772,55",63.26,92.43,6,"-1,00"
3,103,Relay/Other,"21,09755","2109,75",6.39,79.53,6,"-1,00"
3,104,Relay/Other,"47,52412","4752,41",48.52,72.96,2,"-1,00"
3,105,Relay/Other,"72,79706","7279,71",92.38,47.71,2,"-1,00"
3,106,Relay/Other,"55,43410","5543,41",20.73,15.74,1,"-1,00"
3,107,Relay/Other,"44,53280","4453,28",30.93,66.61,8,"-1,00"
3,108,Relay/Other,"33,25112","3325,11",13.11,65.61,4,"-1,00"
3,109,Relay/Other,"24,54984","2454,98",92.64,69.19,2,"-1,00"
3,110,Relay/Other,"67,35520","6735,52",17.38,91.18,7,"-1,00"
3,111,Relay/Other,"50,37155","5037,15",26.73,47.73,2,"-1,00"
3,112,Relay/Other,"104,03639","10403,64",62.82,49.23,6,"-1,00"
3,113,Relay/Other,"125,88243","12588,24",75.57,59.67,6,"-1,00"
3,114,Relay/Other,"62,55034","6255,03",72.66,38.64,7,"-1,00"
3,115,Relay/Other,"52,55572","5255,57",13.11,10.42,2,"-1,00"
3,116,Relay/Other,"52,34604","5234,60",20.06,92.43,6,"-1,00"
3,117,Relay/Other,"25,45972","2545,97",38.5,72.74,5,"-1,00"
3,118,Relay/Other,"29,60929","2960,93",83.32,96.07,6,"-1,00"
3,119,Relay/Other,"103,32894","10332,89",91.66,14.13,4,"-1,00"
3,120,Relay/Other,"12,90821","1290,82",83.83,32.33,5,"-1,00"
3,121,Relay/Other,"80,56571","8056,57",45.76,59.74,3,"-1,00"
3,122,Relay/Other,"105,73136","10573,14",81.46,5.3,6,"-1,00"
3,123,Relay/Other,"71,51231","7151,23",13.85,97.7,8,"-1,00"
3,124,Relay/Other,"43,94972","4394,97",29.98,94.78,1,"-1,00"
3,125,Relay/Other,"72,19493","7219,49",81.48,22.22,4,"-1,00"
3,126,Relay/Other,"33,05164","3305,16",85.08,19.19,8,"-1,00"
3,127,Relay/Other,"55,54557","5554,56",80.24,89.59,3,"-1,00"
3,128,Relay/Other,"96,16869","9616,87",34.39,67.08,6,"-1,00"
3,129,Relay/Other,"65,39627","6539,63",52.67,29.17,4,"-1,00"
3,130,Relay/Other,"75,53547","7553,55",11.34,33.05,1,"-1,00"
3,131,Relay/Other,"101,90943","10190,94",45.92,17.71,3,"-1,00"
3,132,Relay/Other,"52,83574","5283,57",88.13,22.14,4,"-1,00"
3,133,Relay/Other,"30,29729","3029,73",71.69,57.27,3,"-1,00"
3,134,Relay/Other,"78,29223","7829,22",67.23,18.15,1,"-1,00"
3,135,Relay/Other,"48,16098","4816,10",19.24,7.04,6,"-1,00"
3,136,Relay/Other,"100,34186","10034,19",62.19,40.78,1,"-1,00"
3,137,Relay/Other,"28,23009","2823,01",31.06,59.23,3,"-1,00"
3,138,Relay/Other,"57,97407","5797,41",68.41,78.35,2,"-1,00"
3,139,Relay/Other,"110,10964","11010,96",64.43,28.42,8,"-1,00"
3,140,Relay/Other,"26,63124","2663,12",9.93,48.96,4,"-1,00"
3,141,Relay/Other,"28,03847","2803,85",56.97,28.28,2,"-1,00"
3,142,Relay/Other,"47,96311","4796,31",48.48,63.88,7,"-1,00"
3,143,Relay/Other,"24,38468","2438,47",33.22,70.52,3,"-1,00"
3,144,Relay/Other,"63,92152","6392,15",39.8,80.48,8,"-1,00"
3,145,Relay/Other,"40,07788","4007,79",53.74,80.61,2,"-1,00"
3,146,Relay/Other,"48,63778","4863,78",65.22,13.26,3,"-1,00"
3,147,Relay/Other,"23,03212","2303,21",32.17,5.76,4,"-1,00"
3,148,Relay/Other,"34,44629","3444,63",26.65,74.29,2,"-1,00"
3,149,Relay/Other,"90,85289","9085,29",36.9,54.27,7,"-1,00"
3,150,Relay/Other,"107,07803","10707,80",25.84,6.43,5,"-1,00"
3,151,Relay/Other,"64,06317","6406,32",57.4,68.73,6,"-1,00"
3,152,Relay/Other,"65,85726","6585,73",68.04,65.61,1,"-1,00"
3,153,Relay/Other,"25,14607","2514,61",30.77,81.93,3,"-1,00"
3,154,Relay/Other,"42,69271","4269,27",36.47,14.34,7,"-1,00"
3,155,Relay/Other,"20,63929","2063,93",38.65,88.75,7,"-1,00"
3,156,Relay/Other,"84,24189","8424,19",66.95,92.26,3,"-1,00"
3,157,Relay/Other,"29,22619","2922,62",72.34,97.55,4,"-1,00"
3,158,Relay/Other,"77,84141","7784,14",64.19,51.1,3,"-1,00"
3,159,Relay/Other,"30,65763","3065,76",97.28,43.63,1,"-1,00"
3,160,Relay/Other,"62,11401","6211,40",27.93,53.02,7,"-1,00"
3,161,Relay/Other,"33,49307","3349,31",36.83,34.02,5,"-1,00"
3,162,Relay/Other,"46,27083","4627,08",28.27,11.4,4,"-1,00"
3,163,Relay/Other,"26,15059","2615,06",90.86,18.87,5,"-1,00"
3,164,Relay/Other,"87,37515","8737,52",11.17,35.49,5,"-1,00"
3,165,Relay/Other,"69,26601","6926,60",88.07,18.39,7,"-1,00"
3,166,Relay/Other,"49,75806","4975,81",67.07,77.72,7,"-1,00"
3,167,Relay/Other,"31,15384","3115,38",2.91,51.3,3,"-1,00"
3,168,Relay/Other,"39,12167","3912,17",56.49,27.67,6,"-1,00"
3,169,Relay/Other,"50,21919","5021,92",60.44,69.85,3,"-1,00"
3,170,Relay/Other,"44,35466","4435,47",46.99,29.53,7,"-1,00"
3,171,Relay/Other,"74,80924","7480,92",90.69,23.96,2,"-1,00"
3,172,Relay/Other,"78,12952","7812,95",32.02,10.65,2,"-1,00"
3,173,Relay/Other,"20,22355","2022,36",10.99,57.23,2,"-1,00"
3,174,Relay/Other,"79,09475","7909,48",49.31,85.94,7,"-1,00"
3,175,Relay/Other,"106,02175","10602,17",15.1,49.79,2,"-1,00"
3,176,Relay/Other,"58,71172","5871,17",89.45,73.61,7,"-1,00"
3,177,Relay/Other,"92,94828","9294,83",25.45,72.94,1,"-1,00"
3,178,Relay/Other,"101,41645","10141,65",66.75,86.67,4,"-1,00"
3,179,Relay/Other,"30,25417","3025,42",14.8,35.92,1,"-1,00"
3,180,Relay/Other,"45,03962","4503,96",37.84,12.87,4,"-1,00"
3,181,Relay/Other,"113,97634","11397,63",84.35,29.85,8,"-1,00"
3,182,Relay/Other,"28,84241","2884,24",72.85,56.61,4,"-1,00"
3,183,Relay/Other,"130,82876","13082,88",94.08,51.49,1,"-1,00"
3,184,Relay/Other,"128,25784","12825,78",83.44,7.52,1,"-1,00"
3,185,Relay/Other,"52,15180","5215,18",35.97,2.49,3,"-1,00"
3,186,Relay/Other,"21,06280","2106,28",43.36,20.96,3,"-1,00"
3,187,Relay/Other,"77,59152","7759,15",2.66,75.87,5,"-1,00"
3,188,Relay/Other,"34,49517","3449,52",30.73,43.12,3,"-1,00"
3,189,Relay/Other,"43,64607","4364,61",96.98,65.0,8,"-1,00"
3,190,Relay/Other,"28,95878","2895,88",43.66,36.49,4,"-1,00"
3,191,Relay/Other,"23,50232","2350,23",14.83,42.42,6,"-1,00"
3,192,Relay/Other,"50,27774","5027,77",21.1,48.01,5,"-1,00"
3,193,Relay/Other,"31,80364","3180,36",49.57,67.45,3,"-1,00"
3,194,Relay/Other,"60,72385","6072,39",86.65,50.18,7,"-1,00"
3,195,Relay/Other,"51,24211","5124,21",78.1,14.11,6,"-1,00"
3,196,Relay/Other,"76,45767","7645,77",24.7,67.12,6,"-1,00"
3,197,Relay/Other,"59,34279","5934,28",2.77,48.1,5,"-1,00"
3,198,Relay/Other,"74,76354","7476,35",25.78,16.64,3,"-1,00"
3,199,Relay/Other,"54,15178","5415,18",84.96,97.45,4,"-1,00"
3,200,Relay/Other,"63,20750","6320,75",47.49,77.14,2,"-1,00"
4,1,Client,"1661,46036","166146,04",19.39,97.28,3,"-1,00"
4,2,Client,"650,62533","65062,53",5.68,97.08,3,"-1,00"
4,3,Client,"1561,41960","156141,96",10.73,6.89,7,"-1,00"
4,4,Client,"1826,72474","182672,47",96.09,23.29,7,"-1,00"
4,5,Client,"1442,02884","144202,88",63.81,31.21,5,"-1,00"
4,6,Client,"1997,94359","199794,36",70.31,25.71,1,"-1,00"
4,7,Client,"446,59818","44659,82",65.4,32.88,5,"-1,00"
4,8,Client,"2112,64183","211264,18",11.67,19.74,8,"-1,00"
4,9,Client,"998,23073","99823,07",11.3,3.31,3,"-1,00"
4,10,Client,"1638,63475","163863,48",36.69,76.77,6,"-1,00"
4,11,Client,"858,11699","85811,70",58.1,10.37,2,"-1,00"
4,12,Client,"1370,11298","137011,30",13.55,58.31,4,"-1,00"
4,13,Client,"1053,06829","105306,83",11.47,92.41,6,"-1,00"
4,14,Client,"1201,28375","120128,38",75.05,53.22,3,"-1,00"
4,15,Client,"611,60521","61160,52",54.85,26.24,6,"-1,00"
4,16,Client,"1744,13556","174413,56",70.86,89.44,2,"-1,00"
4,17,Malicious Server,"89,68485","8968,49",93.43,77.92,3,"0,00"
4,18,Malicious Server,"122,26334","12226,33",14.38,6.36,1,"0,00"
4,19,Malicious Server,"146,15484","14615,48",73.11,40.16,2,"0,00"
4,20,Malicious Server,"71,86217","7186,22",38.88,76.82,7,"0,00"
4,21,Malicious Server,"64,65396","6465,40",2.35,56.9,1,"0,00"
4,22,Malicious Server,"171,44956","17144,96",45.72,69.94,5,"0,00"
4,23,Malicious Server,"45,92967","4592,97",69.99,55.01,3,"0,00"
4,24,Malicious Server,"63,58635","6358,64",30.02,63.4,5,"0,00"
4,25,Malicious Server,"95,60685","9560,68",77.9,63.67,4,"0,00"
4,26,Malicious Server,"90,12260","9012,26",13.15,64.27,6,"0,00"
4,27,Malicious Server,"109,43409","10943,41",86.86,27.35,3,"0,00"
4,28,Malicious Server,"90,35918","9035,92",33.16,7.5,1,"0,00"
4,29,Malicious Server,"80,60620","8060,62",94.66,18.97,1,"0,00"
4,30,Malicious Server,"145,94831","14594,83",76.71,76.93,2,"0,00"
4,31,Benevolent Server,"92,47394","9247,39",92.78,26.71,4,"1,00"
4,32,Benevolent Server,"54,56919","5456,92",27.8,57.84,7,"1,00"
4,33,Benevolent Server,"24,05291","2405,29",71.72,37.39,8,"1,00"
4,34,Benevolent Server,"19,21731","1921,73",19.76,84.79,4,"1,00"
4,35,Benevolent Server,"99,06217","9906,22",19.32,29.08,5,"1,00"
4,36,Benevolent Server,"22,06939","2206,94",39.84,60.35,2,"1,00"
4,37,Benevolent Server,"31,56063","3156,06",45.68,63.93,7,"1,00"
4,38,Benevolent Server,"32,58085","3258,09",71.77,79.57,2,"1,00"
4,39,Benevolent Server,"21,72738","2172,74",81.35,75.29,1,"1,00"
4,40,Benevolent Server,"44,78063","4478,06",27.7,92.11,1,"1,00"
4,41,Benevolent Server,"33,05183","3305,18",78.0,54.07,6,"1,00"
4,42,Benevolent Server,"42,47409","4247,41",15.37,74.93,8,"1,00"
4,43,Benevolent Server,"63,03921","6303,92",47.98,25.41,5,"1,00"
4,44,Benevolent Server,"37,64702","3764,70",81.19,11.87,5,"1,00"
4,45,Benevolent Server,"46,44606","4644,61",41.87,2.12,4,"1,00"
4,46,Benevolent Server,"23,90189","2390,19",16.15,64.92,4,"1,00"
4,47,Benevolent Server,"109,28105","10928,10",67.93,70.63,2,"1,00"
4,48,Benevolent Server,"94,02182","9402,18",23.55,93.82,5,"1,00"
4,49,Benevolent Server,"56,58900","5658,90",13.36,90.64,2,"1,00"
4,50,Benevolent Server,"98,62943","9862,94",19.09,52.93,3,"1,00"
4,51,Benevolent Server,"42,01114","4201,11",66.06,30.95,5,"1,00"
4,52,Benevolent Server,"25,74275","2574,28",89.96,65.53,5,"1,00"
4,53,Benevolent Server,"102,36100","10236,10",9.33,2.21,3,"1,00"
4,54,Benevolent Server,"45,68887","4568,89",16.19,44.88,8,"1,00"
4,55,Benevolent Server,"43,89934","4389,93",43.04,71.76,3,"1,00"
4,56,Benevolent Server,"49,20871","4920,87",19.46,38.96,6,"1,00"
4,57,Benevolent Server,"58,00912","5800,91",95.39,59.77,6,"1,00"
4,58,Benevolent Server,"52,49137","5249,14",90.47,38.79,8,"1,00"
4,59,Benevolent Server,"61,92695","6192,69",53.48,24.09,2,"1,00"
4,60,Benevolent Server,"59,31858","5931,86",57.48,68.58,4,"1,00"
4,61,Benevolent Server,"50,53159","5053,16",2.28,97.41,1,"1,00"
4,62,Benevolent Server,"48,48314","4848,31",14.82,12.58,6,"1,00"
4,63,Benevolent Server,"70,87534","7087,53",76.75,15.38,8,"1,00"
4,64,Benevolent Server,"49,35765","4935,77",95.29,89.64,4,"1,00"
4,65,Benevolent Server,"26,34968","2634,97",73.71,13.25,3,"1,00"
4,66,Benevolent Server,"22,06033","2206,03",94.63,37.68,2,"1,00"
4,67,Benevolent Server,"34,79451","3479,45",82.39,85.57,1,"1,00"
4,68,Benevolent Server,"19,85136","1985,14",25.52,3.2,7,"1,00"
4,69,Benevolent Server,"21,69591","2169,59",73.38,73.82,5,"1,00"
4,70,Benevolent Server,"73,04400","7304,40",44.62,63.91,1,"1,00"
4,71,Relay/Other,"24,00573","2400,57",86.59,5.08,3,"-1,00"
4,72,Relay/Other,"22,56535","2256,53",81.94,67.27,8,"-1,00"
4,73,Relay/Other,"80,73896","8073,90",90.24,50.18,4,"-1,00"
4,74,Relay/Other,"29,16047","2916,05",95.42,52.06,3,"-1,00"
4,75,Relay/Other,"61,50418","6150,42",7.38,39.66,2,"-1,00"
4,76,Relay/Other,"71,69011","7169,01",32.07,63.62,7,"-1,00"
4,77,Relay/Other,"45,21999","4522,00",64.08,20.69,2,"-1,00"
4,78,Relay/Other,"24,48737","2448,74",76.76,34.21,4,"-1,00"
4,79,Relay/Other,"42,62686","4262,69",8.27,59.32,5,"-1,00"
4,80,Relay/Other,"22,22004","2222,00",91.2,25.07,2,"-1,00"
4,81,Relay/Other,"91,25669","9125,67",56.12,77.86,1,"-1,00"
4,82,Relay/Other,"13,17590","1317,59",31.63,96.13,5,"-1,00"
4,83,Relay/Other,"83,55702","8355,70",32.19,39.5,6,"-1,00"
4,84,Relay/Other,"105,04241","10504,24",11.35,41.1,2,"-1,00"
4,85,Relay/Other,"72,57039","7257,04",4.27,78.42,8,"-1,00"
4,86,Relay/Other,"85,20869","8520,87",29.85,16.55,8,"-1,00"
4,87,Relay/Other,"31,87526","3187,53",93.47,24.23,4,"-1,00"
4,88,Relay/Other,"87,61888","8761,89",75.81,17.46,6,"-1,00"
4,89,Relay/Other,"28,47951","2847,95",29.92,61.85,7,"-1,00"
4,90,Relay/Other,"31,67359","3167,36",67.56,24.95,2,"-1,00"
4,91,Relay/Other,"90,19207","9019,21",97.46,11.35,1,"-1,00"
4,92,Relay/Other,"45,85483","4585,48",54.53,95.02,2,"-1,00"
4,93,Relay/Other,"51,40640","5140,64",18.29,30.38,2,"-1,00"
4,94,Relay/Other,"33,83182","3383,18",10.57,19.2,8,"-1,00"
4,95,Relay/Other,"37,80847","3780,85",26.58,86.16,3,"-1,00"
4,96,Relay/Other,"128,93851","12893,85",48.87,36.89,5,"-1,00"
4,97,Relay/Other,"68,75827","6875,83",90.05,14.38,6,"-1,00"
4,98,Relay/Other,"63,47290","6347,29",32.11,10.02,7,"-1,00"
4,99,Relay/Other,"39,20367","3920,37",86.05,67.53,1,"-1,00"
4,100,Relay/Other,"48,37036","4837,04",80.84,2.76,2,"-1,00"
4,101,Relay/Other,"24,26517","2426,52",40.33,9.01,7,"-1,00"
4,102,Relay/Other,"94,03432","9403,43",35.5,46.97,8,"-1,00"
4,103,Relay/Other,"18,25389","1825,39",12.4,94.12,7,"-1,00"
4,104,Relay/Other,"45,67914","4567,91",33.56,32.46,8,"-1,00"
4,105,Relay/Other,"46,66395","4666,40",12.98,45.64,3,"-1,00"
4,106,Relay/Other,"47,62865","4762,86",22.49,56.55,7,"-1,00"
4,107,Relay/Other,"36,52009","3652,01",77.8,95.94,4,"-1,00"
4,108,Relay/Other,"37,66122","3766,12",93.45,67.63,5,"-1,00"
4,109,Relay/Other,"23,65171","2365,17",15.61,28.29,2,"-1,00"
4,110,Relay/Other,"52,22500","5222,50",85.64,52.38,5,"-1,00"
4,111,Relay/Other,"15,96650","1596,65",87.92,43.14,5,"-1,00"
4,112,Relay/Other,"27,14097","2714,10",42.23,47.65,3,"-1,00"
4,113,Relay/Other,"77,60022","7760,02",89.61,56.75,1,"-1,00"
4,114,Relay/Other,"85,83175","8583,17",21.06,71.38,3,"-1,00"
4,115,Relay/Other,"68,47171","6847,17",92.14,73.31,6,"-1,00"
4,116,Relay/Other,"34,81802","3481,80",91.65,49.95,6,"-1,00"
4,117,Relay/Other,"46,76583","4676,58",41.01,51.99,1,"-1,00"
4,118,Relay/Other,"130,84323","13084,32",84.3,62.89,2,"-1,00"
4,119,Relay/Other,"32,38128","3238,13",20.02,68.86,3,"-1,00"
4,120,Relay/Other,"40,10856","4010,86",22.14,20.35,1,"-1,00"
