SimulationID,NodeID,NodeType,EnergyConsumed,TransmittedDistance,X,Y,NeighborsCount,Goodness
5,43,Relay/Other,"213,42814","21342,81",52.35,2.8,3,"-1,00"
5,44,Relay/Other,"36,76502","3676,50",79.83,58.26,6,"-1,00"
5,45,Relay/Other,"90,19065","9019,07",14.28,59.33,1,"-1,00"
5,46,Relay/Other,"77,05752","7705,75",47.34,69.47,5,"-1,00"
5,47,Relay/Other,"224,13180","22413,18",59.22,94.2,7,"-1,00"
5,48,Relay/Other,"275,73295","27573,30",67.29,39.61,6,"-1,00"
5,49,Relay/Other,"34,81768","3481,77",31.88,8.81,2,"-1,00"
5,50,Relay/Other,"212,76608","21276,61",57.2,12.45,5,"-1,00"
5,51,Relay/Other,"76,81022","7681,02",47.83,82.45,3,"-1,00"
5,52,Relay/Other,"147,10293","14710,29",18.38,71.4,4,"-1,00"
5,53,Relay/Other,"144,52182","14452,18",9.06,45.32,6,"-1,00"
5,54,Relay/Other,"51,20563","5120,56",26.49,5.5,5,"-1,00"
5,55,Relay/Other,"76,77335","7677,33",92.3,6.11,6,"-1,00"
5,56,Relay/Other,"196,07265","19607,26",34.4,49.27,7,"-1,00"
5,57,Relay/Other,"183,10195","18310,19",73.4,51.86,2,"-1,00"
5,58,Relay/Other,"39,70435","3970,43",76.91,3.73,1,"-1,00"
5,59,Relay/Other,"279,82446","27982,45",7.32,86.95,6,"-1,00"
5,60,Relay/Other,"163,41767","16341,77",10.48,85.64,1,"-1,00"
5,61,Relay/Other,"135,85849","13585,85",8.98,92.27,4,"-1,00"
5,62,Relay/Other,"42,23407","4223,41",22.99,88.16,6,"-1,00"
5,63,Relay/Other,"56,90359","5690,36",54.83,43.88,2,"-1,00"
5,64,Relay/Other,"178,14969","17814,97",42.75,55.89,3,"-1,00"
5,65,Relay/Other,"230,24211","23024,21",81.81,29.88,1,"-1,00"
5,66,Relay/Other,"54,68208","5468,21",55.23,78.21,8,"-1,00"
5,67,Relay/Other,"137,08173","13708,17",24.79,84.83,3,"-1,00"
5,68,Relay/Other,"74,78884","7478,88",63.93,60.99,2,"-1,00"
5,69,Relay/Other,"74,83066","7483,07",45.35,68.62,1,"-1,00"
5,70,Relay/Other,"205,28361","20528,36",57.76,8.22,5,"-1,00"
5,71,Relay/Other,"59,61029","5961,03",3.51,97.55,5,"-1,00"
5,72,Relay/Other,"83,84519","8384,52",74.6,69.79,7,"-1,00"
5,73,Relay/Other,"181,57511","18157,51",38.08,76.93,5,"-1,00"
5,74,Relay/Other,"206,33987","20633,99",74.91,73.62,8,"-1,00"
5,75,Relay/Other,"69,46021","6946,02",15.94,77.22,7,"-1,00"
5,76,Relay/Other,"160,15464","16015,46",16.11,56.27,5,"-1,00"
5,77,Relay/Other,"57,65218","5765,22",31.72,61.4,4,"-1,00"
5,78,Relay/Other,"285,49788","28549,79",12.4,82.56,4,"-1,00"
5,79,Relay/Other,"55,64957","5564,96",95.03,40.8,1,"-1,00"
5,80,Relay/Other,"141,74660","14174,66",97.04,47.41,7,"-1,00"
