SimulationID,NodeID,NodeType,EnergyConsumed
1301,46,Malicious Server,129,900000
1301,47,Client,4851,600000
1301,48,Malicious Server,258,720000
1301,49,Benevolent Server,555,560000
1301,50,Malicious Server,235,200000
1302,1,Malicious Server,456,560000
1302,2,Relay/Other,195,500000
1302,3,Benevolent Server,398,400000
1302,4,Malicious Server,30,000000
1302,5,Relay/Other,4704,030000
1302,6,Malicious Server,268,040000
1302,7,Client,10318,580000
1302,8,Malicious Server,492,890000
1302,9,Malicious Server,393,100000
1302,10,Malicious Server,172,040000
1302,11,Benevolent Server,261,020000
1302,12,Relay/Other,289,340000
1302,13,Benevolent Server,503,940000
1302,14,Client,11097,330000
1302,15,Benevolent Server,510,070000
1302,16,Client,8235,990000
1302,17,Benevolent Server,8,400000
1302,18,Benevolent Server,21,600000
1302,19,Malicious Server,290,510000
1302,20,Benevolent Server,148,830000
1302,21,Client,12412,580000
1302,22,Malicious Server,1956,310000
1302,23,Client,2768,500000
1302,24,Benevolent Server,348,440000
1302,25,Client,2933,940000
1302,26,Malicious Server,644,450000
1302,27,Malicious Server,306,290000
1302,28,Relay/Other,521,440000
1302,29,Client,3568,080000
1302,30,Malicious Server,777,180000
1302,31,Malicious Server,433,110000
1302,32,Benevolent Server,54,740000
1302,33,Benevolent Server,53,700000
1302,34,Benevolent Server,219,130000
1302,35,Malicious Server,447,590000
1302,36,Malicious Server,164,220000
1302,37,Malicious Server,109,760000
1302,38,Malicious Server,896,570000
1302,39,Benevolent Server,629,120000
1302,40,Malicious Server,317,540000
1302,41,Malicious Server,496,720000
1302,42,Benevolent Server,511,880000
1302,43,Benevolent Server,195,500000
1302,44,Client,5615,990000
1302,45,Malicious Server,0,000000
1302,46,Benevolent Server,205,100000
1302,47,Relay/Other,12668,860000
1302,48,Benevolent Server,467,160000
1302,49,Malicious Server,226,780000
1302,50,Malicious Server,204,880000
1303,1,Malicious Server,223,420000
1303,2,Benevolent Server,188,240000
1303,3,Malicious Server,12,950000
1303,4,Benevolent Server,220,080000
1303,5,Malicious Server,2,210000
1303,6,Malicious Server,115,840000
1303,7,Malicious Server,5,800000
1303,8,Benevolent Server,268,620000
1303,9,Malicious Server,1626,750000
1303,10,Malicious Server,293,650000
1303,11,Client,2393,280000
1303,12,Malicious Server,166,520000
1303,13,Benevolent Server,45,410000
1303,14,Malicious Server,9,800000
1303,15,Benevolent Server,306,360000
1303,16,Benevolent Server,191,860000
1303,17,Malicious Server,362,940000
1303,18,Malicious Server,7,200000
1303,19,Malicious Server,3,200000
1303,20,Benevolent Server,104,980000
1303,21,Benevolent Server,235,300000
1303,22,Benevolent Server,296,000000
1303,23,Client,13753,860000
1303,24,Benevolent Server,246,160000
1303,25,Malicious Server,253,680000
1303,26,Benevolent Server,1,870000
1303,27,Client,1477,100000
1303,28,Malicious Server,217,760000
1303,29,Malicious Server,277,110000
1303,30,Malicious Server,18,400000
1303,31,Malicious Server,170,140000
1303,32,Malicious Server,0,000000
1303,33,Malicious Server,307,700000
1303,34,Malicious Server,110,300000
1303,35,Relay/Other,153,230000
1303,36,Malicious Server,4,000000
1303,37,Client,5729,040000
1303,38,Malicious Server,133,940000
1303,39,Malicious Server,134,180000
1303,40,Malicious Server,116,970000
1303,41,Relay/Other,3,740000
1303,42,Benevolent Server,5,270000
1303,43,Malicious Server,10,710000
1303,44,Malicious Server,57,920000
1303,45,Malicious Server,7254,350000
1303,46,Malicious Server,266,400000
1303,47,Malicious Server,5,600000
1303,48,Malicious Server,6503,880000
1303,49,Malicious Server,95,320000
1303,50,Benevolent Server,3,520000
1304,1,Malicious Server,233,480000
1304,2,Malicious Server,236,250000
1304,3,Malicious Server,4843,420000
1304,4,Relay/Other,134,120000
1304,5,Benevolent Server,500,600000
1304,6,Malicious Server,323,860000
1304,7,Malicious Server,271,500000
1304,8,Client,4320,700000
1304,9,Benevolent Server,221,490000
1304,10,Client,4636,780000
1304,11,Malicious Server,392,270000
1304,12,Malicious Server,0,000000
1304,13,Malicious Server,491,940000
1304,14,Malicious Server,424,120000
1304,15,Benevolent Server,613,300000
1304,16,Malicious Server,449,270000
1304,17,Malicious Server,297,640000
1304,18,Benevolent Server,251,480000
1304,19,Malicious Server,0,000000
1304,20,Benevolent Server,108,320000
1304,21,Benevolent Server,244,380000
1304,22,Malicious Server,251,990000
1304,23,Malicious Server,725,080000
1304,24,Benevolent Server,81,000000
1304,25,Malicious Server,742,270000
1304,26,Client,9242,860000
1304,27,Malicious Server,518,960000
1304,28,Malicious Server,395,630000
1304,29,Benevolent Server,375,760000
1304,30,Malicious Server,402,220000
1304,31,Malicious Server,489,070000
1304,32,Benevolent Server,182,510000
1304,33,Benevolent Server,186,400000
1304,34,Client,8713,000000
1304,35,Benevolent Server,306,820000
1304,36,Client,5189,070000
1304,37,Malicious Server,412,510000
1304,38,Benevolent Server,168,750000
1304,39,Benevolent Server,292,520000
1304,40,Malicious Server,438,460000
1304,41,Benevolent Server,209,550000
1304,42,Malicious Server,483,560000
1304,43,Client,9017,750000
1304,44,Client,4499,780000
1304,45,Benevolent Server,93,570000
1304,46,Malicious Server,373,960000
1304,47,Benevolent Server,338,400000
1304,48,Malicious Server,600,590000
1304,49,Malicious Server,333,950000
1304,50,Malicious Server,81,000000
1305,1,Malicious Server,45,370000
1305,2,Relay/Other,0,170000
1305,3,Benevolent Server,118,660000
1305,4,Client,2676,390000
1305,5,Malicious Server,45,370000
1305,6,Malicious Server,2377,740000
1305,7,Malicious Server,545,090000
1305,8,Malicious Server,217,710000
1305,9,Malicious Server,173,150000
1305,10,Malicious Server,182,360000
1305,11,Malicious Server,65,600000
1305,12,Client,5,800000
1305,13,Benevolent Server,122,150000
1305,14,Malicious Server,122,150000
1305,15,Malicious Server,45,370000
1305,16,Benevolent Server,205,910000
1305,17,Malicious Server,104,980000
1305,18,Malicious Server,115,430000
1305,19,Malicious Server,90,740000
1305,20,Benevolent Server,167,930000
1305,21,Client,127,920000
1305,22,Malicious Server,73,080000
1305,23,Benevolent Server,90,480000
1305,24,Malicious Server,0,000000
1305,25,Benevolent Server,230,280000
1305,26,Malicious Server,5,750000
1305,27,Malicious Server,160,230000
1305,28,Malicious Server,193,610000
1305,29,Client,5575,970000
1305,30,Malicious Server,0,000000
1305,31,Relay/Other,6502,280000
1305,32,Benevolent Server,242,370000
1305,33,Malicious Server,132,470000
1305,34,Client,5824,140000
1305,35,Malicious Server,111,180000
1305,36,Malicious Server,111,180000
1305,37,Benevolent Server,255,060000
1305,38,Malicious Server,134,070000
1305,39,Client,42,640000
1305,40,Malicious Server,4374,580000
1305,41,Benevolent Server,73,690000
1305,42,Client,2740,880000
1305,43,Malicious Server,0,160000
1305,44,Benevolent Server,182,300000
1305,45,Malicious Server,0,000000
1305,46,Benevolent Server,86,380000
1305,47,Client,85,280000
1305,48,Malicious Server,85,020000
1305,49,Client,5249,870000
1305,50,Malicious Server,212,280000
1306,1,Benevolent Server,70,150000
1306,2,Malicious Server,12,760000
1306,3,Malicious Server,115,200000
1306,4,Malicious Server,5566,130000
1306,5,Malicious Server,138,030000
1306,6,Malicious Server,2,720000
1306,7,Malicious Server,77,100000
1306,8,Malicious Server,17,400000
1306,9,Malicious Server,3,910000
1306,10,Malicious Server,445,430000
1306,11,Malicious Server,52,900000
1306,12,Malicious Server,149,540000
1306,13,Malicious Server,54,790000
1306,14,Benevolent Server,127,570000
1306,15,Malicious Server,2,890000
1306,16,Malicious Server,71,300000
1306,17,Benevolent Server,20,160000
1306,18,Malicious Server,171,200000
1306,19,Malicious Server,89,040000
1306,20,Client,4357,940000
1306,21,Malicious Server,163,280000
1306,22,Malicious Server,896,510000
1306,23,Benevolent Server,135,610000
1306,24,Malicious Server,122,210000
1306,25,Client,10844,940000
1306,26,Malicious Server,25,600000
1306,27,Malicious Server,145,290000
1306,28,Malicious Server,43,700000
1306,29,Malicious Server,181,520000
1306,30,Malicious Server,110,100000
1306,31,Malicious Server,141,060000
1306,32,Client,7056,500000
1306,33,Client,22,230000
1306,34,Malicious Server,75,900000
1306,35,Malicious Server,22,050000
1306,36,Malicious Server,125,440000
1306,37,Malicious Server,174,600000
1306,38,Malicious Server,40,600000
1306,39,Malicious Server,5,780000
1306,40,Benevolent Server,148,480000
1306,41,Benevolent Server,0,000000
1306,42,Benevolent Server,85,100000
1306,43,Malicious Server,71,680000
1306,44,Malicious Server,159,970000
1306,45,Benevolent Server,16,170000
1306,46,Benevolent Server,82,980000
1306,47,Benevolent Server,184,620000
1306,48,Client,7719,060000
1306,49,Benevolent Server,68,110000
1306,50,Malicious Server,111,680000
1307,1,Malicious Server,143,420000
1307,2,Client,6835,560000
1307,3,Malicious Server,35,910000
1307,4,Malicious Server,2,100000
1307,5,Malicious Server,211,340000
1307,6,Malicious Server,5635,570000
1307,7,Relay/Other,1459,920000
1307,8,Malicious Server,37,330000
1307,9,Malicious Server,266,260000
1307,10,Malicious Server,4891,860000
1307,11,Malicious Server,325,120000
1307,12,Client,5674,130000
1307,13,Malicious Server,6024,820000
1307,14,Client,17054,280000
1307,15,Malicious Server,59,850000
1307,16,Benevolent Server,79,740000
1307,17,Malicious Server,1182,840000
1307,18,Malicious Server,25,270000
1307,19,Malicious Server,55,300000
1307,20,Malicious Server,25,270000
1307,21,Benevolent Server,647,110000
1307,22,Benevolent Server,163,320000
1307,23,Client,2203,400000
1307,24,Malicious Server,7580,410000
1307,25,Client,6305,900000
1307,26,Benevolent Server,0,000000
1307,27,Malicious Server,67,220000
1307,28,Malicious Server,53,200000
1307,29,Malicious Server,94,550000
1307,30,Client,4027,850000
1307,31,Benevolent Server,357,550000
1307,32,Malicious Server,105,120000
1307,33,Malicious Server,3499,830000
1307,34,Malicious Server,119,380000
1307,35,Client,2657,810000
1307,36,Benevolent Server,32,240000
1307,37,Malicious Server,60,450000
1307,38,Malicious Server,78,880000
1307,39,Malicious Server,440,830000
1307,40,Malicious Server,20,340000
1307,41,Benevolent Server,2,100000
1307,42,Benevolent Server,196,790000
1307,43,Malicious Server,1195,370000
1307,44,Malicious Server,1593,610000
1307,45,Benevolent Server,18,620000
1307,46,Malicious Server,1053,850000
1307,47,Benevolent Server,91,910000
1307,48,Client,4888,920000
1307,49,Benevolent Server,38,290000
1307,50,Malicious Server,31,500000
1308,1,Malicious Server,13775,310000
1308,2,Client,7039,740000
1308,3,Malicious Server,45,440000
1308,4,Client,5930,540000
1308,5,Client,5841,330000
1308,6,Benevolent Server,58,960000
1308,7,Malicious Server,977,600000
1308,8,Malicious Server,2,160000
1308,9,Benevolent Server,141,040000
1308,10,Malicious Server,13330,760000
1308,11,Malicious Server,14071,970000
1308,12,Malicious Server,59,850000
1308,13,Malicious Server,106,540000
1308,14,Malicious Server,45,780000
1308,15,Client,12116,460000
1308,16,Client,59,130000
1308,17,Client,35,040000
1308,18,Client,10197,370000
1308,19,Malicious Server,1217,320000
1308,20,Malicious Server,1863,990000
1308,21,Malicious Server,1605,290000
1308,22,Malicious Server,8946,740000
1308,23,Relay/Other,2794,660000
1308,24,Benevolent Server,21,300000
1308,25,Malicious Server,12349,040000
1308,26,Malicious Server,39,760000
1308,27,Benevolent Server,190,000000
1308,28,Malicious Server,11617,850000
1308,29,Malicious Server,70,760000
1308,30,Client,17496,740000
1308,31,Client,5483,390000
1308,32,Malicious Server,1956,980000
1308,33,Benevolent Server,127,220000
1308,34,Malicious Server,67,240000
1308,35,Malicious Server,164,720000
1308,36,Benevolent Server,240,510000
1308,37,Malicious Server,68,790000
1308,38,Malicious Server,2,160000
1308,39,Malicious Server,587,630000
1308,40,Malicious Server,7476,030000
1308,41,Client,14510,240000
1308,42,Benevolent Server,58,920000
1308,43,Malicious Server,161,850000
1308,44,Malicious Server,335,540000
1308,45,Benevolent Server,20,160000
1308,46,Benevolent Server,291,940000
1308,47,Malicious Server,1343,970000
1308,48,Benevolent Server,40,790000
1308,49,Malicious Server,69,580000
1308,50,Malicious Server,5493,390000
1309,1,Malicious Server,87,680000
1309,2,Benevolent Server,2,160000
1309,3,Relay/Other,36,120000
1309,4,Benevolent Server,1,800000
1309,5,Relay/Other,12,470000
1309,6,Malicious Server,135,850000
1309,7,Client,16,960000
1309,8,Benevolent Server,101,030000
1309,9,Client,0,000000
1309,10,Malicious Server,0,600000
1309,11,Benevolent Server,12,470000
1309,12,Malicious Server,166,250000
1309,13,Malicious Server,8,170000
1309,14,Benevolent Server,71,260000
1309,15,Benevolent Server,80,620000
1309,16,Malicious Server,2,700000
1309,17,Malicious Server,23,100000
1309,18,Client,18248,070000
1309,19,Benevolent Server,4,080000
1309,20,Benevolent Server,1,960000
1309,21,Benevolent Server,13,860000
1309,22,Malicious Server,30,240000
1309,23,Client,3498,000000
1309,24,Malicious Server,224,740000
1309,25,Malicious Server,18,060000
1309,26,Malicious Server,5,460000
1309,27,Relay/Other,18,060000
1309,28,Benevolent Server,6,120000
1309,29,Malicious Server,24,780000
1309,30,Malicious Server,49,840000
1309,31,Malicious Server,24,780000
1309,32,Malicious Server,28,140000
1309,33,Client,5898,860000
1309,34,Relay/Other,15,540000
1309,35,Malicious Server,2,550000
1309,36,Malicious Server,2,210000
1309,37,Malicious Server,22,680000
1309,38,Client,8719,650000
1309,39,Benevolent Server,95,040000
1309,40,Benevolent Server,184,070000
1309,41,Malicious Server,71,360000
1309,42,Malicious Server,55,750000
1309,43,Benevolent Server,89,040000
1309,44,Client,16,960000
1309,45,Malicious Server,73,590000
1309,46,Benevolent Server,21,000000
1309,47,Malicious Server,23,100000
1309,48,Benevolent Server,12,600000
1309,49,Malicious Server,77,590000
1309,50,Benevolent Server,29,820000
1310,1,Client,6017,760000
1310,2,Malicious Server,62,450000
1310,3,Relay/Other,183,240000
1310,4,Client,5525,110000
1310,5,Client,14653,230000
1310,6,Benevolent Server,117,030000
1310,7,Malicious Server,332,460000
1310,8,Malicious Server,206,890000
1310,9,Malicious Server,2,080000
1310,10,Malicious Server,9416,830000
1310,11,Malicious Server,97,110000
1310,12,Malicious Server,37,350000
1310,13,Malicious Server,311,940000
1310,14,Malicious Server,97,110000
1310,15,Malicious Server,90,860000
1310,16,Malicious Server,131,970000
1310,17,Malicious Server,358,310000
1310,18,Client,4100,440000
1310,19,Malicious Server,74,700000
1310,20,Benevolent Server,432,920000
1310,21,Benevolent Server,324,450000
1310,22,Malicious Server,93,040000
1310,23,Malicious Server,326,440000
1310,24,Malicious Server,94,620000
1310,25,Malicious Server,580,260000
1310,26,Malicious Server,109,560000
1310,27,Malicious Server,0,260000
1310,28,Malicious Server,276,930000
1310,29,Malicious Server,136,400000
1310,30,Malicious Server,164,550000
1310,31,Malicious Server,115,940000
1310,32,Malicious Server,82,170000
1310,33,Malicious Server,2,080000
1310,34,Benevolent Server,279,010000
1310,35,Malicious Server,57,450000
1310,36,Malicious Server,77,190000
1310,37,Benevolent Server,65,740000
1310,38,Benevolent Server,0,000000
1310,39,Malicious Server,49,640000
1310,40,Benevolent Server,134,600000
1310,41,Benevolent Server,0,720000
1310,42,Benevolent Server,132,990000
1310,43,Malicious Server,0,260000
1310,44,Malicious Server,119,520000
1310,45,Malicious Server,203,600000
1310,46,Benevolent Server,109,120000
1310,47,Benevolent Server,144,070000
1310,48,Client,12190,290000
1310,49,Malicious Server,295,600000
1310,50,Malicious Server,0,720000
1311,1,Client,14865,890000
1311,2,Benevolent Server,108,350000
1311,3,Malicious Server,131,480000
1311,4,Relay/Other,4336,610000
1311,5,Client,5725,530000
1311,6,Malicious Server,5124,350000
1311,7,Malicious Server,176,720000
1311,8,Malicious Server,1,170000
1311,9,Malicious Server,177,940000
1311,10,Malicious Server,5,940000
1311,11,Benevolent Server,18,080000
1311,12,Client,8276,120000
1311,13,Malicious Server,2058,750000
1311,14,Benevolent Server,1,560000
1311,15,Malicious Server,96,600000
1311,16,Benevolent Server,6,970000
1311,17,Malicious Server,187,840000
1311,18,Malicious Server,12,390000
1311,19,Malicious Server,3,570000
1311,20,Malicious Server,159,440000
1311,21,Malicious Server,1,080000
1311,22,Malicious Server,2,730000
1311,23,Malicious Server,138,620000
1311,24,Malicious Server,6,930000
1311,25,Benevolent Server,314,020000
1311,26,Malicious Server,127,650000
1311,27,Malicious Server,2,880000
1311,28,Malicious Server,1,700000
1311,29,Malicious Server,2,720000
1311,30,Benevolent Server,1,320000
1311,31,Malicious Server,220,800000
1311,32,Relay/Other,4,080000
1311,33,Client,7165,300000
1311,34,Malicious Server,234,950000
1311,35,Benevolent Server,199,430000
1311,36,Malicious Server,245,790000
1311,37,Benevolent Server,5,880000
1311,38,Malicious Server,100,050000
1311,39,Malicious Server,172,500000
1311,40,Relay/Other,6,720000
1311,41,Relay/Other,5891,400000
1311,42,Benevolent Server,100,050000
1311,43,Malicious Server,5017,710000
1311,44,Benevolent Server,311,740000
1311,45,Benevolent Server,171,930000
1311,46,Client,4072,690000
1311,47,Relay/Other,124,200000
1311,48,Malicious Server,296,180000
1311,49,Malicious Server,9,240000
1311,50,Malicious Server,117,300000
1312,1,Malicious Server,61,380000
1312,2,Benevolent Server,144,840000
1312,3,Malicious Server,4479,030000
1312,4,Malicious Server,110,210000
1312,5,Malicious Server,66,150000
1312,6,Client,5012,710000
1312,7,Client,20,740000
1312,8,Malicious Server,2697,550000
1312,9,Malicious Server,17,080000
1312,10,Malicious Server,1848,760000
1312,11,Malicious Server,2651,840000
1312,12,Malicious Server,73,490000
1312,13,Malicious Server,0,000000
1312,14,Malicious Server,163,460000
1312,15,Relay/Other,17,080000
1312,16,Benevolent Server,144,550000
1312,17,Malicious Server,120,290000
1312,18,Malicious Server,3306,580000
1312,19,Malicious Server,995,710000
1312,20,Malicious Server,35,090000
1312,21,Malicious Server,5035,770000
1312,22,Relay/Other,1114,880000
1312,23,Malicious Server,145,370000
1312,24,Benevolent Server,97,600000
1312,25,Malicious Server,5145,040000
1312,26,Benevolent Server,95,160000
1312,27,Malicious Server,24,400000
1312,28,Malicious Server,114,960000
1312,29,Benevolent Server,0,000000
1312,30,Malicious Server,36,300000
1312,31,Benevolent Server,679,010000
1312,32,Malicious Server,358,500000
1312,33,Malicious Server,34,160000
1312,34,Malicious Server,4515,130000
1312,35,Malicious Server,109,800000
1312,36,Malicious Server,0,000000
1312,37,Malicious Server,887,600000
1312,38,Client,3638,600000
1312,39,Benevolent Server,76,160000
1312,40,Malicious Server,41,140000
1312,41,Benevolent Server,125,240000
1312,42,Client,5491,520000
1312,43,Malicious Server,3271,500000
1312,44,Benevolent Server,70,760000
1312,45,Malicious Server,5522,350000
1312,46,Malicious Server,139,680000
1312,47,Benevolent Server,68,320000
1312,48,Client,7962,530000
1312,49,Malicious Server,144,720000
1312,50,Malicious Server,70,760000
1313,1,Benevolent Server,277,000000
1313,2,Malicious Server,200,200000
1313,3,Benevolent Server,0,650000
1313,4,Malicious Server,4147,400000
1313,5,Benevolent Server,34,470000
1313,6,Client,8066,860000
1313,7,Relay/Other,5752,400000
1313,8,Benevolent Server,85,800000
1313,9,Malicious Server,193,320000
1313,10,Malicious Server,278,480000
1313,11,Benevolent Server,257,830000
1313,12,Client,4479,720000
1313,13,Malicious Server,547,060000
1313,14,Malicious Server,234,030000
1313,15,Malicious Server,4118,160000
1313,16,Client,2118,690000
1313,17,Benevolent Server,13,750000
1313,18,Benevolent Server,81,010000
1313,19,Malicious Server,171,300000
1313,20,Benevolent Server,256,950000
1313,21,Malicious Server,18,600000
1313,22,Malicious Server,462,510000
1313,23,Malicious Server,199,850000
1313,24,Malicious Server,259,140000
1313,25,Client,6253,760000
1313,26,Relay/Other,5591,670000
1313,27,Malicious Server,468,220000
1313,28,Malicious Server,348,310000
1313,29,Relay/Other,0,000000
1313,30,Client,15237,250000
1313,31,Benevolent Server,34,720000
1313,32,Malicious Server,310,820000
1313,33,Benevolent Server,261,700000
1313,34,Benevolent Server,337,340000
1313,35,Malicious Server,205,560000
1313,36,Malicious Server,71,380000
1313,37,Benevolent Server,0,600000
1313,38,Malicious Server,331,650000
1313,39,Benevolent Server,345,420000
1313,40,Malicious Server,492,850000
1313,41,Malicious Server,3970,550000
1313,42,Benevolent Server,31,160000
1313,43,Malicious Server,77,200000
1313,44,Relay/Other,49,800000
1313,45,Benevolent Server,248,770000
1313,46,Malicious Server,108,490000
1313,47,Relay/Other,359,730000
1313,48,Malicious Server,181,340000
1313,49,Malicious Server,336,890000
1313,50,Client,4360,770000
1314,1,Malicious Server,80,800000
1314,2,Malicious Server,53,720000
1314,3,Malicious Server,203,270000
1314,4,Malicious Server,5582,690000
1314,5,Benevolent Server,49,200000
1314,6,Malicious Server,203,080000
1314,7,Malicious Server,247,440000
1314,8,Malicious Server,2154,570000
1314,9,Benevolent Server,980,840000
1314,10,Client,6440,400000
1314,11,Malicious Server,41,920000
1314,12,Client,7283,130000
1314,13,Malicious Server,75,210000
1314,14,Benevolent Server,2,720000
1314,15,Malicious Server,62,820000
1314,16,Malicious Server,332,590000
1314,17,Benevolent Server,83,330000
1314,18,Malicious Server,391,440000
1314,19,Malicious Server,41,920000
1314,20,Malicious Server,137,020000
1314,21,Benevolent Server,27,510000
1314,22,Client,5444,720000
1314,23,Malicious Server,60,260000
1314,24,Malicious Server,509,960000
1314,25,Malicious Server,1,440000
1314,26,Benevolent Server,318,490000
1314,27,Benevolent Server,53,540000
1314,28,Malicious Server,3038,060000
1314,29,Malicious Server,633,430000
1314,30,Malicious Server,80,900000
1314,31,Benevolent Server,56,100000
1314,32,Client,8050,260000
1314,33,Malicious Server,1,600000
1314,34,Benevolent Server,52,400000
1314,35,Malicious Server,1026,200000
1314,36,Benevolent Server,15,720000
1314,37,Malicious Server,787,600000
1314,38,Benevolent Server,0,000000
1314,39,Benevolent Server,262,080000
1314,40,Malicious Server,2773,430000
1314,41,Benevolent Server,1786,050000
1314,42,Client,5219,390000
1314,43,Relay/Other,140,520000
1314,44,Malicious Server,356,840000
1314,45,Benevolent Server,136,940000
1314,46,Client,4298,300000
1314,47,Client,2416,720000
1314,48,Malicious Server,158,720000
1314,49,Malicious Server,1246,900000
1314,50,Benevolent Server,145,550000
1315,1,Client,5267,590000
1315,2,Malicious Server,2,200000
1315,3,Client,6795,500000
1315,4,Benevolent Server,647,230000
1315,5,Malicious Server,565,420000
1315,6,Client,4625,760000
1315,7,Malicious Server,832,210000
1315,8,Malicious Server,219,660000
1315,9,Benevolent Server,58,400000
1315,10,Client,4461,330000
1315,11,Benevolent Server,49,530000
1315,12,Malicious Server,797,390000
1315,13,Malicious Server,151,480000
1315,14,Benevolent Server,601,590000
1315,15,Malicious Server,2594,700000
1315,16,Benevolent Server,121,960000
1315,17,Client,5018,160000
1315,18,Benevolent Server,447,450000
1315,19,Client,3378,970000
1315,20,Malicious Server,4684,960000
1315,21,Malicious Server,22,860000
1315,22,Client,4625,510000
1315,23,Benevolent Server,300,610000
1315,24,Benevolent Server,264,990000
1315,25,Malicious Server,39,370000
1315,26,Malicious Server,198,190000
1315,27,Malicious Server,0,000000
1315,28,Relay/Other,1125,470000
1315,29,Malicious Server,72,390000
1315,30,Malicious Server,4422,830000
1315,31,Malicious Server,152,940000
1315,32,Malicious Server,3,520000
1315,33,Benevolent Server,62,230000
1315,34,Benevolent Server,78,400000
1315,35,Malicious Server,0,000000
1315,36,Malicious Server,5,720000
1315,37,Benevolent Server,686,120000
1315,38,Malicious Server,1255,600000
1315,39,Client,4153,040000
1315,40,Benevolent Server,95,090000
1315,41,Malicious Server,160,500000
1315,42,Malicious Server,0,000000
1315,43,Malicious Server,474,440000
1315,44,Malicious Server,686,830000
1315,45,Malicious Server,146,840000
1315,46,Client,10264,350000
1315,47,Client,4239,880000
1315,48,Benevolent Server,142,580000
1315,49,Client,7303,720000
1315,50,Malicious Server,302,210000
1316,1,Malicious Server,135,850000
1316,2,Malicious Server,232,330000
1316,3,Malicious Server,744,360000
1316,4,Client,7327,540000
1316,5,Client,8838,150000
1316,6,Malicious Server,2659,000000
1316,7,Malicious Server,645,340000
1316,8,Malicious Server,971,700000
1316,9,Malicious Server,169,670000
1316,10,Malicious Server,3948,650000
1316,11,Malicious Server,469,400000
1316,12,Benevolent Server,871,550000
1316,13,Malicious Server,3813,010000
1316,14,Malicious Server,249,480000
1316,15,Malicious Server,798,090000
1316,16,Client,9591,030000
1316,17,Client,7647,210000
1316,18,Malicious Server,617,740000
1316,19,Malicious Server,242,580000
1316,20,Benevolent Server,446,610000
1316,21,Benevolent Server,220,750000
1316,22,Malicious Server,250,100000
1316,23,Malicious Server,612,900000
1316,24,Malicious Server,665,710000
1316,25,Client,5529,050000
1316,26,Malicious Server,789,360000
1316,27,Benevolent Server,578,680000
1316,28,Malicious Server,475,160000
1316,29,Relay/Other,488,800000
1316,30,Malicious Server,4991,640000
1316,31,Malicious Server,822,100000
1316,32,Benevolent Server,902,310000
1316,33,Malicious Server,589,580000
1316,34,Benevolent Server,392,040000
1316,35,Malicious Server,502,370000
1316,36,Relay/Other,5034,930000
1316,37,Malicious Server,0,150000
1316,38,Relay/Other,242,610000
1316,39,Malicious Server,1586,820000
1316,40,Benevolent Server,362,470000
1316,41,Client,4581,710000
1316,42,Client,4351,600000
1316,43,Benevolent Server,496,650000
1316,44,Malicious Server,276,210000
1316,45,Client,6717,650000
1316,46,Malicious Server,686,600000
1316,47,Malicious Server,5268,420000
1316,48,Benevolent Server,0,150000
1316,49,Benevolent Server,463,960000
1316,50,Malicious Server,508,500000
1317,1,Malicious Server,41,420000
1317,2,Benevolent Server,0,520000
1317,3,Malicious Server,60,660000
1317,4,Malicious Server,231,040000
1317,5,Relay/Other,1386,910000
1317,6,Malicious Server,110,210000
1317,7,Client,14,820000
1317,8,Malicious Server,14,690000
1317,9,Benevolent Server,61,260000
1317,10,Malicious Server,25,970000
1317,11,Malicious Server,97,020000
1317,12,Relay/Other,6895,840000
1317,13,Benevolent Server,186,410000
1317,14,Client,4623,700000
1317,15,Benevolent Server,273,220000
1317,16,Benevolent Server,66,510000
1317,17,Malicious Server,41,880000
1317,18,Malicious Server,203,400000
1317,19,Malicious Server,203,430000
1317,20,Relay/Other,303,810000
1317,21,Malicious Server,18,880000
1317,22,Malicious Server,69,720000
1317,23,Malicious Server,729,580000
1317,24,Malicious Server,78,560000
1317,25,Relay/Other,797,290000
1317,26,Malicious Server,64,720000
1317,27,Malicious Server,342,800000
1317,28,Malicious Server,228,000000
1317,29,Malicious Server,219,490000
1317,30,Client,3474,300000
1317,31,Malicious Server,3,960000
1317,32,Benevolent Server,80,040000
1317,33,Malicious Server,29,500000
1317,34,Malicious Server,0,520000
1317,35,Malicious Server,257,800000
1317,36,Benevolent Server,101,960000
1317,37,Relay/Other,1097,370000
1317,38,Malicious Server,402,770000
1317,39,Client,7635,600000
1317,40,Benevolent Server,102,670000
1317,41,Client,10418,600000
1317,42,Malicious Server,81,840000
1317,43,Benevolent Server,86,980000
1317,44,Malicious Server,193,720000
1317,45,Client,3876,130000
1317,46,Benevolent Server,177,470000
1317,47,Malicious Server,75,000000
1317,48,Malicious Server,1484,490000
1317,49,Client,8900,510000
1317,50,Malicious Server,159,450000
1318,1,Malicious Server,23,160000
1318,2,Client,5823,630000
1318,3,Malicious Server,335,820000
1318,4,Malicious Server,54,490000
1318,5,Benevolent Server,225,810000
1318,6,Benevolent Server,306,870000
1318,7,Malicious Server,10,890000
1318,8,Benevolent Server,193,730000
1318,9,Malicious Server,53,720000
1318,10,Benevolent Server,56,120000
1318,11,Malicious Server,6538,780000
1318,12,Malicious Server,5606,230000
1318,13,Benevolent Server,46,240000
1318,14,Malicious Server,51,050000
1318,15,Malicious Server,40,460000
1318,16,Client,5482,740000
1318,17,Malicious Server,213,860000
1318,18,Malicious Server,1,350000
1318,19,Malicious Server,525,980000
1318,20,Benevolent Server,109,820000
1318,21,Relay/Other,398,820000
